step,,,type,,,,,amount,,,,,,nameOrig,,oldbalancenewbalancnameDest,,,,,,,,,,,,oldbalancenewbalancisFraud,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,4098.78 C10264838,,,,,,,503264,,,,,,499165.2 M16353782,,,,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 CASH_OUT,,,,,,,229133.9 C90508043,,,,,,,,,15325,,,,,,,,0 C47640220,,,,,5083,,,51513.44,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,1563.82 C76175070,,,,,,,,,,450,,,,,,0 M17312179,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,1157.86 C12377626,,,,,,,,21156,,,,,19998.14 M18770629,,,,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,,671.64 C20335245,,,,,,,15123,,,,,14451.36 M47305329,,,,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 TRANSFER,,,,,,,215310.3 C16709931,,,,,,,,,,,705,,,,,,0 C11004390,,,,22425,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,1373.43 C20804602,,,,,,,,13854,,,,,12480.57 M13445190,,,,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 DEBIT,,,,,,,,9302.79 C15665112,,,,,,,,11299,,,,,,1996.21 C19735381,,,,,,29832,,,,,16896.7,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 DEBIT,,,,,,,,1065.41 C19592395,,,,,,,,,1817,,,,,,751.59 C51513299,,,,,10330,,,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,3876.41 C50433648,,,,,,,,67852,,,,,63975.59 M14049320,,,,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 TRANSFER,,,,,,,311685.9 C19840940,,,,,,,,,10835,,,,,,,,0 C93258385,,,,,6267,,,,2719173,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,6061.13 C10433588,,,,,,,,,,443,,,,,,0 M15580793,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,9478.39 C16715900,,,,,,,116494,,,,,,107015.6 M58488213,,,,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,8009.09 C10539670,,,,,,,,10968,,,,,,2958.91 M29530480,,,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,8901.99 C16324978,,,,,,,2958.91,,,,,,,,,0 M33419717,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,9920.52 C76482668,,,,,,,,,,,0,,,,,0 M19400553,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,3448.92 C21037637,,,,,,,,,,,0,,,,,0 M33510773,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,4206.84 C21507875,,,,,,,,,,,0,,,,,0 M17573171,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,5885.56 C84051453,,,,,,,,,,,0,,,,,0 M18044413,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,5307.88 C17682427,,,,,,,,,,,0,,,,,0 M19717831,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,5031.22 C24711341,,,,,,,,,,,0,,,,,0 M15144207,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,24213.67 C12386160,,,,,,,,,,,,0,,,,,0 M70695990,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,8603.42 C16086339,,,,,,,,,,253,,,,,,0 M16156175,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,2791.42 C92334158,,,,,,,300481,,,,,,297689.6 M10799482,,,,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,7413.54 C14708688297689.6,,,,,,,,,,,,,,,290276 M14267252,,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,3295.19 C71119701,,,,,,,233633,,,,,,230337.8 M13844549,,,,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 PAYMENT,,,,,,,,1684.81 C14815940,,,,,,,,,,297,,,,,,0 M15694355,,,,,,0,,,,0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 DEBIT,,,,,,,,5758.59 C14669178,,,,,,,,32604,,,,,26845.41 C12976857,,,,,,209699,,,,,16997.22,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1 CASH_OUT,,,,,,,110414.7 C7682164226845.41,,,,,,,,,,,,,,,,,0 C15095143,,,288800,,,,,,2415.16,,,,0
1 PAYMENT,,,,,7823.46 C26008483,,,,,,,998,,,,,,0 M26781411,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,5086.48 C59835756,,,,,,,,0,,,,,0 M15932247,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,5281.48 C14407382,,,,152019,,,,,,146737.5 M18490153,,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,13875.98 C48419946,,,,,,15818,,,,,,1942.02 M20081067,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,,56953.9 C15704705,,,,1942.02,,,,,,,,,0 C82400908,,,70253,,,,64106.18,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,,5346.89 C51254920,,,,,,,,0,,,,,0 C24860977,,652637,,,,,,6453431,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,2204.04 C16158012,,,,,,,586,,,,,,0 M49039170,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,2641.47 C46057027,,,,,23053,,,,,20411.53 M16533613,,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,,23261.3 C2072313020411.53,,,,,,,,,,,,,0 C20011120,,,25742,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,2330.64 C81694440,,,,203543,,,,,,201212.4 M90913250,,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,1614.64 C91296681,,,,,41276,,,,,39661.36 M17923844,,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,9164.71 C1458621547235.77,,,,,,,,,,38071.06 M16589809,,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,2970.97 C4694135738071.06,,,,,,,,,,35100.09 M11526063,,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,,,38.66 C34334530,,,16174,,,,,16135.34 M17146884,,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,2252.44 C10471644,,,,,,1627,,,,,,,0 M15069511,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,,62610.8 C19764019,,,,,79114,,,,,,16503.2 C19379625,,,,,,517,,,,8383.29,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 DEBIT,,,,,5529.13 C86728851,,,,,,8547,,,,,3017.87 C24213114,,,,,10206,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,82940.31 C15288346,,,,,3017.87,,,,,,,,,0 C47680012,,132372,,,,,49864.36,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 DEBIT,,,,,4510.22 C28061580,,,,,10256,,,,,,5745.78 C12545262,,,,,10697,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 DEBIT,,,,,8727.74 C16669458,,,,882770,,,,,,874042.3 C11296709,,,,,,12636,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,2599.46 C88591094874042.3,,,,,,,,,,871442.8 M18605918,,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 DEBIT,,,,,4874.49 C81120777,,,,,,,153,,,,,,0 C19714892,,253104,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,6440.78 C11611481,,,,,,2192,,,,,,,0 M51687505,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,4910.14 C11315921,,,,,41551,,,,,36640.86 M58998718,,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,6444.64 C12626096,,,,,12019,,,,,,5574.36 M58718031,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 DEBIT,,,,,5149.66 C19559905,,,,,,4782,,,,,,,0 C13301069,,,52752,,,,24044.18,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,7292.16 C69673470,,,,216827,,,,,,209534.8 M10824116,,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,47458.86 C52721173209534.8,,,,,,,,,,,,,162076 C20960579,,,,52120,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,136872.9 C15331238,,,,,162076,,,,,,25203.05 C76657221,,,,,217806,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,94253.33 C1718906725203.05,,,,,,,,,,,,,,0 C97799310,,,99773,,,,965870.1,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,2998.04 C71802912,,,,,12030,,,,,,9031.96 M21342715,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,3454.08 C68634979,,,,9031.96,,,,,,,5577.88 M18310106,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,,4316.2 C14237681,,,,10999,,,,,,,6682.8 M40422244,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,2131.84 C19879774,,,,,,,224,,,,,,0 M61073295,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,12986.61 C80732250,,,,,,23350,,,,,10363.39 M39648583,,,,,,,,0,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,42712.39 C2830394010363.39,,,,,,,,,,,,,,0 C1330106957901.66,,,,,,,24044.18,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,77957.68 C20747177,,,,,,,,,0,,,,,0 C17612913,,,94900,,,,22233.65,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,17231.46 C12431718,,,,,,,,,0,,,,,0 C78328623,,,24672,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,78766.03 C13761510,,,,,,,,,0,,,,,0 C17491863,,103772,,,,,277515.1,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,224606.6 C87317541,,,,,,,,,0,,,,,0 C76657221354678.9,,,,,,,,,0,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,125872.5 C14439678,,,,,,,,,0,,,,,0 C39229241,,348512,,,,,,3420103,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,379856.2 C14497725,,,,,,,,,0,,,,,0 C15905504,,900180,,,,,1.92E+07,,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,,1505626 C92685912,,,,,,,,0,,,,,0 C66557614,,,29031,,,,,5515763,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,,,554027 C16036968,,,,,,,0,,,,,0 C76657221579285.6,,,,,,,,,0,,0,,,,,,,,,,
1 TRANSFER,,,,147543.1 C12905860,,,,,,,,,,0,,,,0 C13590446,,,223220,,,,,16518.36,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,761507.4 C41278834,,,,,,,,,,0,,,,0 C15905504,,1280036,,,,,,1.92E+07,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,,1429051 C15202670,,,,,,,,,0,,,,0 C15905504,,2041544,,,,,,1.92E+07,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,358831.9 C90808467,,,,,,,,,,0,,,,0 C39229241474384.5,,,,,,,,,3420103,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,367768.4 C28830676,,,,,,,,,,0,,,,0 C13590446370763.1,,,,,,,,16518.36,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,209711.1 C15568679,,,,,,,,,,0,,,,0 C15095143399214.7,,,,,,,,,2415.16,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,583848.5 C18391681,,,,,,,,,,0,,,,0 C12860849,,,667778,,,,,,2107778,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,,1724887 C14956085,,,,,,,,,0,,,,0 C15905504,,3470595,,,,,,1.92E+07,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,710544.8 C83577356,,,,,,,,,,0,,,,0 C13590446738531.5,,,,,,,,16518.36,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,581294.3 C84329909,,,,,,,,,,0,,,,0 C15905504,,5195482,,,,,,1.92E+07,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,11996.58 C60598237,,,,,,,,,,0,,,,0 C12256164,,,,40255,,,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,,2875.1 C14123228,,,,,15443,,,,,,12567.9 M16512626,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,8586.98 C13050047,,,,,,,3763,,,,,,0 M49407744,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,,871.75 C10032060,,,,,19869,,,,,18997.25 M98988989,,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,1035.36 C80681302,,,,,,71636,,,,,70600.64 M90286039,,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,1063.53 C14062066,,,,,,83084,,,,,82020.47 M18165223,,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,,1019.9 C17992301,,,,204237,,,,,,203217.1 M15212386,,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,4059.38 C20156341,,,,,,26304,,,,,22244.62 M11118979,,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,1876.44 C15093099,,,,,,,,182,,,,,0 M16431415,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,,28404.6 C20910725,,,,,,,,,0,,,,0 C12827880,,,,51744,,,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,,75405.1 C26305382,,,,,,,,,0,,,,0 C18702527,,,104209,,,,,46462.23,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,50101.88 C17408269,,,,,,,,,,0,,,,0 C97730845,,,,67684,,,,,9940339,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,14121.82 C69062746,,,,,,,,,,0,,,,0 C10055588,,,,52679,,,,10963.66,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,78292.91 C16312276,,,,,,,,,,0,,,,0 C19837479,,,121112,,,,,95508.95,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,176149.9 C24650043,,,,,,,,,,0,,,,0 C73670939,,,259813,,,,,46820.71,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,212228.4 C18960740,,,,,,,,,,0,,,,0 C40142460,,,429747,,,,,,1178808,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,85423.63 C46074116,,,,,,,,,,0,,,,0 C15905504,,5776776,,,,,,1.92E+07,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,,11648.5 C78109136,,,,,,,,,0,,,,0 C98593410,,,260976,,,,,971418.9,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,6165.58 C18580150,,,,,,20925,,,,,14759.42 M25764044,,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,3705.83 C6715960141903.46,,,,,,,,,,,38197.63 M19253528,,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,419801.4 C1687354038197.63,,,,,,,,,,,,,,0 C33524623,,,499962,,,,,,1517262,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 CASH_OUT,,,,335416.5 C74377873,,,,,,144478,,,,,,,,0 C57533578,,,,,295,,,52415.15,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,3372.29 C96732395,,,,,,41398,,,,,38025.71 M16005946,,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,,661.43 C74364847,,,,,14078,,,,,13416.57 M69299828,,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 DEBIT,,,,,,864.68 C13688621,,,,,69836,,,,,68971.32 C20671747,,,,,,12040,,,,43691.09,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,1203.44 C92280745,,,,,,29941,,,,,28737.56 M33563464,,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 TRANSFER,,,,,,330757 C14943461,,,,103657,,,,,,,,0 C56416083,,,,79676,,,,,1254956,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 PAYMENT,,,,,1915.43 C82208726,,,,,,11450,,,,,,9534.57 M30699728,,,,,,,0,,,,0,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
